left_hip_yaw_joint,left_hip_pitch_joint,left_hip_roll_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_yaw_joint,right_hip_pitch_joint,right_hip_roll_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,torso_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint
8.084290099988129,22.915403074925713,0.011765788813027513,38.1999352376634,30.691708139030034,0.06393126042169109,0.7078547898332015,63.26825340920117,0.31391701898916474,27.566006148076394,23.740040023047126,0.2082505644998041,12.524502865084647,66.97113834112787,26.173656173155926,259.35626730463144,272.62217880748307,0.0008719752590526188,1.7309297447909409,0.349179386469499,16.29734177811934,4.632954654193845,65.1525240243614,292.9416529657115,0.008458141921473124,5.024760406190658,0.01840314584272885
1.2370955230435838,49.76835029339905,1.502043858493691,1.407479521127708,22.10833257435122,0.28503948891806014,19.523801414470622,40.37638208748917,6.099497953819519,53.45758957503647,12.275768872364045,0.30144631249091397,1.8988842224423765,26.79669112286084,10.041645528330625,13.404547566273148,89.47102202315978,0.06204450437725723,2.2881700876871895,0.11904802457153557,55.75211233372483,2.6685773209789185,2.2008343295543615,89.03831848697857,0.011961263673707973,0.1201473931411222,0.021669573713735034
2.3709250456210857,3.0814423590657025,5.3459857421844745,0.7809193639836434,1.4757535673691904,0.1021305768005004,9.303585157807433,1.5961067157808273,11.912897954336467,12.050740991284492,2.395827090786698,0.7679428831141304,8.87296408196026,2.1304404952211833,9.877442085452735,0.0015304916448658874,1.2061620368102617,0.01305695708865152,0.771789373194265,0.015083768992872325,0.18104714099045624,1.7316448101371924,0.036256341560344185,0.17165619554175077,0.008329505973270314,0.5464281412831093,0.055483210297468145
0.7043694914340117,2.308541826717058,5.236588457276041,1.9796610331377522,0.11589956230598503,0.0006997452256809989,1.1181342587395928,0.5489649397949962,7.647255336185994,2.6204753132698793,6.311535861078727,0.9961089224623231,2.8639390930091935,2.412306794362887,3.9839985197518586,2.9660009625380086,10.132164353170054,0.036947056653554806,0.5781774694149978,0.03391151659420677,0.9874988570751326,1.0966674178630254,0.43190421118669053,6.507319914478026,0.007462500742365366,0.9723932927791387,0.08242037145619421
2.0482846175538,3.103131577059489,2.1773348749511836,7.461576803056981,11.009025440168971,0.44336515352048544,2.720067563350656,0.054355406647500125,3.555424934470264,2.515309900168072,11.643483137496105,0.9256613203025039,0.6113507884677835,0.8098761821282141,1.2905156375385973,2.7478251384359376,9.220768252958555,0.03145777013561062,0.5307063697261131,0.04640588981993531,3.163418575464627,0.6046953667396913,0.44011862314933786,3.434974818194928,0.03113684514274891,0.5227200159896427,0.06676242733421181
2.5124535099397063,5.354513758339279,0.25100265541388506,6.9964416344670965,19.397357143587598,0.1976750636364285,2.1282612574964133,0.3928672728293613,0.6948305118334192,3.6765486870330952,14.472168019372765,0.810004994000374,0.4574348392635816,0.05715919772989718,4.317061057750239,1.9671366223406577,3.606303392977511,0.01844336442018407,0.18655755770423404,0.028950761626503,1.4647778484143783,0.29267688456573593,0.3994325239659354,0.82620343933893,0.05612156374821536,0.15071629449997112,0.05551366936466976
2.367993000682941,3.857481716582784,1.911526785054198,3.9042744016987188,24.168582604773434,1.1157269860905412,1.6200413976006314,0.5361019225732652,1.3564273937368634,4.4345675672267975,16.603805129852027,0.7386800601000035,0.4755927317781816,0.39025904688968943,4.581906435813554,0.6008534921473991,1.6166532982066701,0.006393662081529858,0.08148337716957257,0.004394353076250465,0.2733191732213263,0.18090794930894316,0.3460236822500203,0.4161866284236817,0.07254217212762935,0.05699785725547601,0.047109983808670375
1.674667298802782,4.317647825799221,0.7902746118675765,1.9547843194827403,25.07045670508061,3.0348482673308887,0.41965145015605076,0.9527898774430097,0.6049243546340319,3.242183347900765,20.106540182324306,0.7224895738632422,1.057657394377322,0.4997818460501214,3.4869708246107507,5.0208906203148976e-05,1.2153101531256911,0.0012557129891503454,0.045352360355606934,0.0027340396069560407,0.32591348650146784,0.12827825222091332,0.2347212108801763,0.3415389630133345,0.06910884057368012,0.036668209230796285,0.03248550792292618
0.1458709458994604,7.417644237752676,4.263556803800932,5.97718525733272,18.739070945358783,1.363963215570119,0.6641797080917801,2.2735473257817382,3.4104375456724667,2.147616491235877,22.094460931714345,0.25260274423402684,0.009598909710988247,0.5428819244959088,1.7558236621006662,0.06325451166341872,1.1104678272636972,0.002879749904041687,0.04648799809996201,0.001836313136709883,0.6384841354456405,0.009414980830976805,0.1941157842169966,0.3206020138754624,0.04556234382048704,0.036022846605609914,0.017428179573847964
0.5888459649733572,4.657498862627132,7.992672714054598,7.565662380743365,16.114808096355343,1.0367074806372123,0.20865461848261124,4.248620621464884,4.135859034334176,3.884890274522286,23.09575389381157,0.45315906207236134,0.5187956793745541,0.4106647165073331,0.19736123413103646,0.007389755526811907,0.5804927408705404,0.0028819507925427904,0.017261258664001623,0.0014662504686241869,0.7427992804345376,0.14707020952037078,0.17663600471372973,0.3879939266166149,0.019667276335993245,0.04051193314913396,0.01094849003627808
0.6333648192171408,3.5307277181562484,9.902345815410582,7.957640669892007,16.680422270854418,0.9350618315484326,0.5645804719567481,4.668180736352283,3.0321304124900132,0.8978743770644103,22.547643817629858,1.2146502025591723,0.7169804849977225,0.32372002631556024,0.562961334614535,0.03483471773659904,0.2251430778535711,0.002203657337837236,0.00231210764518233,0.0020938131229665644,0.6241699729573207,0.3012314986463264,0.14962816312217628,0.40880480369684985,0.004595752971786562,0.047736909091928084,0.005377679106789636
0.5184076389688388,4.076621971345414,10.609630896463287,10.14308340662431,18.456959032791104,0.938300812250988,0.29229950989136644,3.0180035397116436,2.3061717833099444,4.974862032452025,20.542560102535294,0.9907616322069978,0.7993354771487825,0.19998949610077726,0.5513564427677623,0.03158477958814928,0.022961884186161893,0.0014807790721018954,0.0007337327844069306,0.013502210732096525,0.4010961049268427,0.3885400382379478,0.0999442504139773,0.3786694187085414,0.0025768919918650853,0.052797259463932524,0.0020745040125218044
0.20606563830903588,5.473651963101315,11.119402481951946,13.898302854570606,19.787590055243385,0.9714408260615865,0.006352221883819182,0.6632098824111152,2.1604603333501666,11.093656608196143,18.951596696391302,1.0946601037822554,0.7448677771686352,0.11729491007192124,0.2079750882771003,0.005294256168136898,0.0019848042102848097,0.0014434498198016405,0.00025284296140955654,0.01918307763457849,0.27833214746701207,0.3382184471496061,0.05282478467817716,0.3562321021447926,0.004316531262455726,0.05437070003102799,0.00011790257883048526
0.12137301959678211,7.732030589664382,12.07377435234919,18.053657076461374,20.41454375427163,0.9735664667019753,0.01842586742743709,2.0850637753563053,2.6597973694079315,16.0162166190922,17.695087318871717,1.057766450713224,0.3486740333046919,0.03255569386607661,0.001013437064231617,0.0010445469535812063,0.00675310425254582,0.0015426592179977278,0.00016837900569190303,0.015594786134521343,0.3389170614543405,0.21317478907631873,0.027023469187019034,0.31384542441375024,0.0037936429789727924,0.04934662620888027,0.0005973010460474276
0.3012987459454243,11.135091473243476,13.614292030248459,22.17704136983658,20.496898371368825,0.9250121803551309,0.2282268645860683,5.69639221296406,3.270305236982062,21.016654890166027,16.204754631993485,0.956933997968731,0.04047786925510061,0.014897755900818752,0.045015837886156686,0.004596261995879531,0.047127018670329486,0.0015124206887808468,0.0014637737715223068,0.006838200955612534,0.5033190265410992,0.0995241135283476,0.018720704893327854,0.22623413892434513,0.003290380767401371,0.032937705184218194,0.0001832329660741849
0.38701155804935056,15.88717568349016,15.579691267901298,26.376113010526648,20.2925298065029,0.8236188641913744,0.5906980865874513,11.199247723664172,3.574735358578066,27.416032418458045,13.599189226380783,0.8476603856708133,0.29206136709042624,0.00034959958837261,0.2117089129681434,0.00278815804633451,0.0795686153427703,0.001361534502810943,0.005483487288607893,0.0008559421094412178,0.7418993032446625,0.010440705441658829,0.024308638666029135,0.1452252661875467,0.0032971663355153514,0.01630594394870321,0.00010216735503920551
0.2581971837279197,20.86843046769861,17.959610781042873,32.01324194061967,19.886767128049765,0.6696979766498747,0.9858420994684112,18.65109030663965,2.5626253928951845,34.48995672158484,7.741325250772566,0.6239374467330627,0.36950113573817317,0.012406610691430387,0.38788617473761544,0.008452430941001466,0.07254960986957794,0.0007581461530984353,0.010424753644608181,0.006243760725354244,1.0999121406605998,0.09373893726408633,0.02763146540186244,0.09548595654414824,0.0035364981578693043,0.006353722694073224,0.0015884321619756084
